Agent_1,Agent_2,Agent_3,Agent_4,Agent_5,Agent_6,Agent_7,Agent_8,Agent_9,Agent_10,Phase,CollapseEvent
0.8062364268495186,0.4389741120954994,0.178796000650434,0.8721559829771568,0.8761539770967038,0.760324103905781,0.7309712169071926,0.3839533010941854,0.9261705348788739,0.0,1,0
0.6801635813796141,0.5058501945966057,0.27397450292802916,0.8201720276620531,0.8045088060973847,0.6717459141700888,0.7503259998771361,0.37878405401961507,0.8820522631613811,0.0836365816677492,1,0
0.7259294290951755,0.5137278725785,0.26092301609944263,0.768895413915914,0.7214064416324169,0.6028768353470899,0.7155896148628196,0.4438796512251194,0.9226525665562351,0.17754262732463502,1,0
0.6329171918907774,0.4767510697611502,0.29589132210042224,0.8888367526665816,0.6770315970192081,0.5790075168085375,0.7113460514765145,0.35852373926019865,0.8850940997546477,0.24148288999120143,1,0
0.5413975193459324,0.5095056375119579,0.2903151961146425,0.8355180330828732,0.7112920785108682,0.5101167769030445,0.651458375636366,0.447197299387987,0.7814105688904373,0.34914358362849224,1,0
0.44801043741758106,0.494895461624731,0.26145871284784705,0.7975413480158737,0.6154700327854368,0.5932927435476312,0.6005086676371038,0.5413331530965798,0.7543929842573566,0.37676914697539854,1,0
0.5681642166818461,0.5588442474797208,0.27879750328989333,0.7894191901188303,0.6213048077389336,0.5485819350330104,0.5722811565360806,0.4945774858305818,0.7286799544195965,0.392579075611451,1,1
0.49019164201840293,0.5696983177149544,0.3487630393680489,0.7091394273219248,0.7487066285502693,0.500209228859313,0.5731623613515798,0.5579280091746988,0.6888441245469167,0.31579533005330485,1,0
0.4514921712806399,0.6005072270006244,0.4432326010775347,0.6986973712521386,0.7059302970549401,0.48940589497955916,0.4926355047659674,0.5525508319298111,0.6057285742764448,0.36176947830442957,1,1
0.47064453498700287,0.5662582896512384,0.4367262306690022,0.5155093499880646,0.7737801866288181,0.5556826529958335,0.45009340168074025,0.6105067706445954,0.6294399780422794,0.4169403407236314,1,0
0.534508715540211,0.6879748637897135,0.4654003837712864,0.5473846765175759,0.819304149081479,0.5872457038744628,0.49487446841279015,0.6220338527839618,0.5484342277169524,0.4931219760257476,1,1
0.596054438938819,0.7218530359722365,0.5415734324864641,0.551257638115008,0.8078618888030558,0.6073663907032004,0.619578419865061,0.6353860194457432,0.4642184529312702,0.5291434900890222,1,0
0.6549587510450191,0.6079303456602383,0.5705585290296714,0.5717075054962399,0.8522963280814706,0.6228099814777615,0.6676631362233394,0.6616018095000517,0.5155391568136741,0.4715130415316644,1,1
0.6696875023913763,0.5713476772480718,0.5698109989502977,0.49632971894806344,0.8223560549168516,0.6006890440991304,0.7553044967476714,0.6410989057884651,0.4496901735932121,0.5136430934791736,1,0
0.61641492266112,0.5223153919583614,0.6213892714836456,0.5778661201741404,0.7707961883812986,0.5936486671063884,0.7061670957900291,0.6504284423610927,0.34024844686545064,0.5551494412248916,1,1
0.7367633034215373,0.5534053771142017,0.5830801868461716,0.5186915681396206,0.7618073640884818,0.6693155958024624,0.6581175340333885,0.5251406921559907,0.38939941768747505,0.5423986942784649,2,0
0.6997366661652871,0.5382250999212211,0.5174679123737508,0.4676267424207675,0.6694249658322973,0.6164757379988972,0.6590116545131722,0.5711775630890634,0.43213892192713405,0.5441847927642263,2,1
0.6934252223456202,0.5774881103694378,0.5461735922515453,0.4693552531306686,0.6411018243371203,0.610308297764356,0.6513589531211343,0.5872807702679423,0.3914632636308184,0.5740442208359878,2,0
0.6930298205414747,0.5272031862848788,0.5074528306527536,0.44685878757522257,0.6035353199022766,0.6167243607821993,0.6091026357139937,0.5756228600780298,0.47783614008916603,0.5367444484235598,2,1
0.6998897898653389,0.487472308524706,0.5201731387812546,0.5098131791067544,0.5637392439171176,0.5343049864607347,0.6164627590627341,0.5697217158164599,0.4531703072849718,0.5820117932312203,2,0
0.6255289179274256,0.4913025554546309,0.5825482646467963,0.5454793419209459,0.6073808100596426,0.4867654973837251,0.6433340957188869,0.5556627427990793,0.5340529088893246,0.49846330796262894,2,1
0.620726066991815,0.5313037594310416,0.6005186965732824,0.5849519156341032,0.6287297122896675,0.4440054958412808,0.7279736561597835,0.6389888476324554,0.4707333922907266,0.5254368536818612,2,0
0.6218379528580138,0.5845791010480501,0.6583571060658437,0.6109657085908158,0.6386044703448605,0.44634368550626136,0.7075682202118787,0.6324764758548335,0.5545886800718736,0.5871077851583655,2,1
0.7037539598492393,0.6173504709375152,0.7488973224708508,0.6310847800710104,0.5319450050799676,0.5495770274116522,0.7013246830781643,0.6479854021690221,0.5452870601631076,0.5286996815603455,2,0
0.7292721322919031,0.6719498331093758,0.7670668013085595,0.5732825952334675,0.5267219840703387,0.5184975864774779,0.7607711090030005,0.6351710002783338,0.49357344540539316,0.5089367617597137,2,1
0.6977220785867185,0.6534247681178073,0.7701172939991812,0.5135240512456374,0.4824942474774156,0.569960397111841,0.7228014966368782,0.6972656188276917,0.5475135477399041,0.6035597221709698,2,0
0.7028523868964783,0.6558442153358905,0.7469087957352661,0.489560194244595,0.4768062038759899,0.5677778442750627,0.75582929472542,0.6396018445610824,0.5577175759089108,0.6629617177473899,2,1
0.6249013838287948,0.5606499685070323,0.7236029587009742,0.4993543581871685,0.4893439643379014,0.5188914205027938,0.7042313188514722,0.6427899165184975,0.5270320187048358,0.6799555248424454,2,0
0.7445706927507122,0.5431450578467294,0.7093676958148026,0.5052740150938702,0.4927952511660059,0.4136764980593657,0.6142252757961739,0.5600370762780933,0.48930129120203747,0.6395209220820203,2,1
0.6659314568863648,0.6138195050753167,0.6080410681581676,0.5694712963851513,0.5095079285046056,0.3790924488354943,0.5840427792351123,0.6165591615752245,0.4281429222602765,0.5798364337310817,2,0
0.6480525198774283,0.5365505852034517,0.5423183364084175,0.5423343437511896,0.44679037428794194,0.5500156361128961,0.5659663424813044,0.6142756225975556,0.5057319790744476,0.4631465675705254,3,1
0.6569257982649824,0.5207409916136038,0.5488996227684578,0.4806202900539748,0.5235824963653816,0.43133063487471635,0.6420095203407518,0.5972756764609837,0.5115107984452005,0.49892670213074825,3,0
0.6344782387389837,0.5460161483002537,0.4648458920697436,0.5226601550016169,0.5028114964888353,0.4986704145604933,0.6154767422343778,0.6726718450986889,0.5389080234951708,0.4987021435823815,3,1
0.6580538918989186,0.5319690973235297,0.4897044377270539,0.5720058869358333,0.5181351549547714,0.435699570659819,0.6298259779880366,0.6532099533087717,0.4990361407289355,0.5445292590616464,3,0
0.5879344166467685,0.5168884626493088,0.5770943943815066,0.538716917808828,0.5643560647190936,0.4746136301652076,0.5861737216813755,0.546894117506643,0.5248363603964202,0.5262855184484772,3,1
0.5889617214804499,0.47953976236920637,0.5190260776745151,0.489495983545831,0.5613084070041374,0.4556955408701058,0.669690163866093,0.4804163794581133,0.49233104600143046,0.5476129842229329,3,0
0.47684434672424697,0.6109332942617162,0.5070401563704717,0.4567103285766934,0.5317505941046565,0.4783839223118286,0.5900232061434677,0.4603015513786995,0.4517321839003456,0.5620585729138916,3,1
0.4964348114483369,0.6344244033128595,0.5183335115417139,0.4411384455868702,0.5269069746707469,0.5165645376631369,0.5555885504296383,0.49594689353526533,0.5323899496773016,0.5802017604085622,3,0
0.588369991819564,0.5134690691963275,0.623701922038939,0.5263242865745328,0.49351241456106726,0.44225501079010276,0.5954581248724421,0.5052817446187962,0.5780666590846179,0.5304258200076307,3,1
0.5676930234245423,0.5118470683709687,0.5344778418750249,0.5446750698171812,0.5655979623504553,0.38767172651008985,0.5800275337660971,0.5382509320856613,0.5744328549613853,0.5353766728021142,3,0
0.5413385184427773,0.5023752342591413,0.49483562165155653,0.5117632501127335,0.5643725329505235,0.41781111116700476,0.5406933650156714,0.5855579276196287,0.6002997104535324,0.5609819843837067,3,1
0.5079942036076085,0.4970399533701992,0.4635025464373016,0.49529512920081387,0.5803628018718555,0.5015513259841387,0.6644536775752928,0.5883735030586414,0.5952380293139601,0.5932636242911287,3,0
0.5471668201026463,0.5332446856432623,0.5338410877724946,0.463134989993905,0.5156624127515795,0.615276772627254,0.5976190767656154,0.5202695649940671,0.6198095131434964,0.6305376758534741,3,1
0.4982531457081672,0.582601642872768,0.5664219618570205,0.435318481282611,0.5713799169606261,0.5736562484399195,0.5940150568477189,0.6116308737603411,0.5804865772372605,0.6093706100677271,3,0
0.5917090041721567,0.6304319375736391,0.5340799340197773,0.43696329336723816,0.5909096909796839,0.5517582120760376,0.6116881417901164,0.6281632764204466,0.578588410880879,0.6037663534560387,3,1
0.5897570067265101,0.5721420144551957,0.551877030210336,0.571752383519987,0.5600500823822444,0.5423443828638564,0.6251510119684319,0.5438636772304976,0.5788747189117651,0.5208856508106839,4,0
0.5991219640205763,0.5633188350895637,0.4556066310267274,0.5987175575930767,0.5612554530451594,0.5004731657127445,0.4717558103929481,0.6396007930415325,0.5761655531975844,0.5271602053439375,4,1
0.5248491001752402,0.5968051787733033,0.5264127979808655,0.5460936692491218,0.5265421051182522,0.5291733566381495,0.4712333704798899,0.5415281495411277,0.5901739461265764,0.543176188820947,4,0
0.663185799120493,0.6054851024727644,0.4972954789074759,0.4891499293359097,0.493738906342664,0.5793323658097396,0.5115237089616624,0.5904041147631183,0.6255341956621073,0.5208026758600641,4,1
0.5941458187478499,0.5497581833796266,0.55409487758006,0.5050861196114161,0.49427939431314166,0.46073453826420785,0.5501397665718768,0.6112061810683171,0.5656991173783336,0.5584840690836534,4,0
0.6604480287530278,0.5051569312220682,0.5561343198311165,0.4927207698983056,0.49230337969909144,0.4755134354259015,0.510348961079341,0.6084152084486437,0.4394691322874084,0.5339242408284208,4,1
0.6012199753476406,0.6001544474831308,0.4400020072384318,0.5333227903696295,0.5769136557890804,0.46914418825879334,0.5805211075054159,0.598163637122766,0.5415477945406697,0.5470485342393875,4,0
0.47239890843473514,0.5203023178095751,0.49506390778867454,0.5449731305224117,0.5883360309186629,0.5387052870238895,0.5351837233410217,0.5137557884769663,0.5613749178197811,0.4979598751457161,4,1
0.5140438839290209,0.5594071487039713,0.5211372753868808,0.5368353368752755,0.5644029307965893,0.5319536482109614,0.4751534999514352,0.4637475088747818,0.5182971567485379,0.48691565135068005,4,0
0.5403262036100541,0.4706628269263878,0.5688534490271182,0.444062468802279,0.46471151296178126,0.589036962533627,0.5370750010225152,0.43942450512434805,0.44190665904500015,0.5798386527439814,4,1
0.4172086072107273,0.5604557579135379,0.5093378056305777,0.4175488871677772,0.41751709972877316,0.47607411715849157,0.48495865159678053,0.5329883089721671,0.5818519687177345,0.543371650614671,4,0
0.4556978989745304,0.5880391540373189,0.4314801413035149,0.4804084256417818,0.5679920163516357,0.4847949501908494,0.43158906592921165,0.5254414193180333,0.49846633694413156,0.5090247997746626,4,1
0.5912327013096607,0.4957363375423953,0.4733087913814172,0.4591866079752127,0.5770950873750734,0.46782264831716364,0.4768679911606379,0.49124212361659647,0.5334231676004838,0.41914971803634554,4,0
0.5329159958215173,0.4091279396776607,0.6314652953143391,0.4025525866619544,0.4411734635010468,0.45095157215546616,0.48411044189288377,0.5232790182329816,0.4659470109330065,0.47455641573557106,4,1
0.5400659618113752,0.447963747490518,0.5167851631755,0.5189256528402003,0.4588052412345083,0.5244782697511625,0.43183373879651965,0.41539300639409465,0.45304696198138933,0.3327779954334499,4,0
