Agent_1,Agent_2,Agent_3,Agent_4,Agent_5,Agent_6,Agent_7,Agent_8,Agent_9,Agent_10,Phase,CollapseEvent,AI_Memory
0.6242055228503477,0.511553147250702,0.7277844403765655,0.05972936249239022,0.8229562652235262,0.8006244710591718,0.16208821734399315,0.8521236993334286,0.5315302589116464,0.2937463169432821,1,0,0.0
0.6716039803491199,0.5681196434127207,0.6623699502016946,0.13659428160176817,0.7696311583095725,0.7979497311448119,0.2348715151507134,0.8038139699571865,0.46267287712916866,0.33809934790281837,1,0,0.0
0.5814864969677338,0.5085472449965973,0.6130219151933964,0.16921649760949395,0.6794199651818873,0.8432385498853731,0.18901210010845582,0.7833820257092309,0.41469694439189975,0.4321515174386776,1,0,0.0
0.5555290570580039,0.5109389274024718,0.6547651129706695,0.1065308652423333,0.6490341647528056,0.855211746388655,0.23187004360309577,0.7504555320130616,0.37479400167582844,0.40819710438346085,1,0,0.0
0.515352766402456,0.526870355555753,0.6958552848083864,0.13083967609728253,0.6471643064887593,0.8180378125597985,0.2034240609247235,0.7518728119584477,0.45113376305308556,0.5653907009034447,1,0,0.0
0.523378366081497,0.512105534876159,0.6334425235176074,0.18500097162637347,0.6399504884887733,0.9149958204729907,0.15194566048582575,0.8115546349461735,0.4662892716140997,0.5022053308847921,1,0,0.0
0.5475333774056564,0.4363322484205879,0.6315280165134146,0.22237047470304094,0.6303699515191864,0.8364388033657292,0.24491897027149168,0.8292049522671521,0.47929054503508,0.4280736325447291,1,0,0.0
0.5875262679202062,0.40578575184103266,0.5419542135871068,0.2435288607893082,0.5924183163906049,0.7599100723485888,0.32061030651538674,0.9388180039905443,0.4663348739725867,0.42508985492718054,1,0,0.0
0.5599119908455117,0.4078990964834625,0.4164906501742727,0.2173718432330696,0.5747610353377013,0.7568636351207487,0.26688082214454284,0.9008611583388758,0.537750484118375,0.41567589839324903,1,0,0.0
0.5299975788626992,0.45038654798100936,0.3672974381803821,0.3151027546707927,0.5282348281018135,0.7858883307428856,0.3443260116267316,0.9159460298415053,0.5767735506388456,0.49535484564635324,1,0,0.0
0.5655303373405723,0.34495557141371486,0.3924047301297121,0.35028308138403413,0.519932132975831,0.7256050019183935,0.41130639478885545,0.8438297200189927,0.6190204559089312,0.5428553507925341,1,0,0.0
0.6724285995574006,0.3682903268912005,0.40469297498455326,0.3392282676522206,0.4854644206773927,0.6750823001589042,0.4600280038571768,0.8042608816796061,0.6504044295814327,0.5330359726462406,1,0,0.0
0.6687273913992077,0.3185957195592982,0.5096883214294168,0.26285403776763294,0.4567813722734203,0.5995964399209469,0.43631518189915625,0.7696930486732952,0.7196583132495159,0.5409782767585114,1,0,0.0
0.6448796754204834,0.3800894949346838,0.6008106797646047,0.3344277601688185,0.5429233282923295,0.5797353163530615,0.44119038659311743,0.7417979413077911,0.8008451681042943,0.5471789878297834,1,1,0.0
0.66026086286414,0.3729225836718577,0.5885907851557445,0.3383896958796272,0.5393230659374435,0.6356467947287537,0.4504662053556526,0.6902598282269007,0.8460898952338392,0.5088517652957197,1,0,0.0
0.652689835848757,0.5307279022391651,0.5303791804530104,0.37975766166273706,0.5772035978550358,0.5790539938879194,0.42762170812313344,0.6074713642695767,0.8056145320522405,0.5404737834613244,2,1,0.0
0.738010345063453,0.6024392703629697,0.5258925573969921,0.39528759555395365,0.5251577826015191,0.5264846393988573,0.42249540267628244,0.5221670387175934,0.6742282265074444,0.5306915274563109,2,0,0.0
0.7253357000003593,0.5539289822896477,0.4671274195907026,0.4242804487324721,0.4927132021778479,0.611424542478229,0.4262024685058287,0.6011520298804598,0.7037579134368454,0.5512032858682248,2,1,0.0
0.7151558850951705,0.5454338685456401,0.4568626861494299,0.380093431029966,0.47857641973615705,0.6660229119927753,0.4083215494117058,0.6065927114342985,0.7308306826556417,0.6079355540346957,2,0,0.0
0.6773629353965331,0.5575638096918349,0.39169036902133536,0.39335637400173995,0.5361698814660252,0.679251471571696,0.46509076606618516,0.6323990015848926,0.7724543604251833,0.6638983244243498,2,1,0.0
0.7173808319731804,0.6137652958414874,0.4363914684265394,0.4080074562869385,0.5211251779420556,0.6285302976824367,0.4683113131973294,0.5451032048301614,0.6834366334096212,0.6047675092853115,2,0,0.0
0.7196764999276944,0.6429509076159658,0.4806078767768873,0.4179028560400638,0.5060813974413738,0.6659902475205779,0.5482131555246877,0.4515486578048399,0.655593317819949,0.6936450582567975,2,1,0.0
0.6627195960969153,0.6310424387723811,0.4565968744749217,0.3759435387215032,0.5033149939103394,0.7886964999169516,0.4948108429243216,0.4398744466482778,0.6385708024314612,0.6933947965367611,2,0,0.0
0.6451474181098812,0.5199926613581036,0.5746240141477856,0.4294594253071069,0.509143748932232,0.656090352362552,0.5398481822785881,0.4290815666591205,0.5967505848348529,0.5853772718068697,2,1,0.0
0.7168054876332243,0.6079063091692062,0.5930007452999323,0.4662510483326195,0.5049472816769506,0.5790846405036956,0.5399169175737558,0.40126179600040895,0.6159658658002469,0.626852644005523,2,0,0.0
0.6744813882644335,0.6287535789504831,0.5445298991771199,0.5375196422847252,0.4771511850838692,0.5423261801403572,0.5781467837494928,0.5031403206519693,0.5167735959261378,0.5821460571807726,2,1,0.0
0.5796792854093225,0.6347919175587863,0.4994257321275063,0.5307432698095944,0.45250847043240466,0.4959557854021095,0.5234930764374323,0.5050522566129821,0.5629470973485755,0.5604373591645916,2,0,0.0
0.5688592105890471,0.5551531271306789,0.5347081217140341,0.5915065674978878,0.40377017385640424,0.5147001790870133,0.522065047404916,0.5413047854471675,0.5425094562309034,0.6263756235057727,2,1,0.0
0.6563780229589724,0.544512716413323,0.4728593338509185,0.5590710601536917,0.4120637780942717,0.46141203394664154,0.554553374564778,0.563568675431506,0.499202126969968,0.6099394442848161,2,0,0.0
0.6144981031566594,0.48427863226504375,0.5068782445420625,0.5087827271781631,0.4330401016425622,0.49450611382086124,0.535040091846252,0.5507371482688626,0.5018769615801745,0.6420462607347,2,1,0.0
0.6279642501146334,0.47583920596789725,0.5530686679056734,0.4858618942099517,0.4778082922068103,0.48801856257876053,0.5196379782294761,0.4489427455819017,0.5724529432954295,0.5995508242672433,3,0,0.0
0.5645347784326372,0.4056863668551165,0.5587614936157801,0.5171047597249009,0.4446185926850075,0.4892711909432398,0.5457946466173015,0.5066208727551668,0.5909334894610987,0.5034397787886684,3,1,0.0
0.4589292699954297,0.3954184438460989,0.547299920097174,0.5253013237672992,0.4652314615946358,0.48636137109073047,0.5629744925202201,0.5098565073389034,0.6752070771410286,0.5627552863711051,3,0,0.0
0.4748613555770963,0.3929257182949326,0.5448182741520793,0.4912969723291809,0.49615055931011914,0.48884213540256466,0.5337450445992897,0.4476574835843976,0.7207246768216231,0.5648622382469918,3,1,0.0
0.4800448922465974,0.37804005071098606,0.41033356138609184,0.47290690544962993,0.4951443249670959,0.4905187972471723,0.4629323141315747,0.5202845518697125,0.5177450475902203,0.578315806568623,3,0,0.0
0.5197974984903666,0.43361363360215144,0.4561054509277384,0.5260024683498927,0.5372771328346618,0.5075205424467916,0.3482158602094807,0.6487601918280148,0.441274523524923,0.5132063560815935,3,1,0.0
0.48765617040493114,0.4912240072377302,0.5053087358055852,0.4473955472457523,0.4630888831630703,0.5187137766803643,0.4616361060098319,0.6898221411727604,0.48804444831068067,0.3828759897280952,3,0,0.0
0.5478434412262705,0.4886623618823327,0.5038005775623356,0.41328410104784985,0.4323567262307899,0.5492804754490951,0.526091586230184,0.586222263999299,0.46478045280092983,0.4297145979546875,3,1,0.0
0.5694950019569122,0.4663247488607236,0.4564256239442652,0.4369781269480375,0.5684140655339834,0.5476147749977557,0.5286737248250417,0.5381514287557062,0.43757221519068984,0.36682533788217647,3,0,0.0
0.5283549743583257,0.53575010254691,0.45101254149499914,0.44081629274457657,0.5768757009214085,0.47824216277659326,0.532961998505268,0.5093743897281489,0.468742966904572,0.4379981197775644,3,1,0.0
0.4714937111147664,0.46868691986257816,0.4087671323763821,0.46810821899151406,0.6110231995205424,0.4437762985325575,0.4543160051277617,0.5363159467365725,0.52355868020776,0.3116073761944043,3,0,0.0
0.4604684936655779,0.533125443368656,0.35929735317175104,0.42561919550306737,0.5810610233285681,0.4497245831711827,0.3652442084295455,0.4954367724626511,0.41954336385723756,0.4130379800294779,3,1,0.0
0.41715121665594607,0.507476360389,0.38404181635378964,0.5792322193948278,0.497284990194138,0.4474631302805352,0.38200908004916184,0.5251195785023902,0.37002950634016424,0.31688329514039026,3,0,0.0
0.5258411380845928,0.4502726460120532,0.3486734715132719,0.5736313956031769,0.5087304678447709,0.4194676059870333,0.36418552720308933,0.5067499925237362,0.33997971953730904,0.36805292631690967,3,1,0.0
0.5590299972075052,0.4388060523817638,0.42126593561476866,0.4875875863733876,0.4706106080727775,0.4744992126158909,0.3587161883538783,0.6013955065310886,0.3204615988526371,0.443465363353188,3,0,0.0
0.3790748387630849,0.4570674464080147,0.5536907078262668,0.47539011760718825,0.500929579612692,0.4831134470808933,0.3963144676225622,0.49200712188216056,0.47635708087829975,0.44739024565979724,4,1,0.02
0.458557686033963,0.37897959029254946,0.5190090345607543,0.496333161195129,0.37305615833997896,0.49203600473920667,0.5014685636664775,0.433492513775116,0.505839880771937,0.49154003399903134,4,0,0.02
0.4661154748089345,0.527573279223887,0.44333340436160196,0.454440058307795,0.48983551892348354,0.5095019077863543,0.510437385678656,0.48692128956591674,0.4611806352658191,0.5022382455306743,4,1,0.04
0.5017117578180159,0.5445815683729426,0.5307309401715937,0.4081032177853819,0.44637959796486704,0.4315090219096347,0.5046833972346497,0.4733740820889291,0.5585647225166654,0.5122475419434647,4,0,0.04
0.45175096006298565,0.43928716582216853,0.5009758015647557,0.4988978650231603,0.5337690884177544,0.5014159972399367,0.4519831224249895,0.5628190569646389,0.595876264510798,0.5036690098194522,4,1,0.06
0.50191726913766,0.5373078011428309,0.6320964830143221,0.6298416734103239,0.5809888524048231,0.5711832645499495,0.5186542155961684,0.509779519642263,0.5051612053120537,0.5902399729444638,4,0,0.06
0.607591471569236,0.48504550748823183,0.6482696654473692,0.6193894775140213,0.5005236312560999,0.580803645030782,0.55382185036604,0.5988256705695107,0.6118233377199327,0.6584105182566691,4,1,0.08
0.8167657388603584,0.547503278022898,0.5280314346883552,0.6466800737888666,0.6881143894857576,0.7043298882129843,0.6416411060039957,0.5990780574678494,0.6672676594576074,0.7372029341419284,4,0,0.08
0.7832148633712344,0.670231642538252,0.6590695365540298,0.664903096811538,0.6859108012283541,0.7565979314639062,0.7463477770339504,0.6981180542793345,0.7135987114321612,0.8083861695482557,4,1,0.1
0.763177033258891,0.7170108567233016,0.7216376237454729,0.7827267327894073,0.8926270456029577,0.7980951337512632,0.7326523783804214,0.6650818881150797,0.8171536024753482,0.7677425103126247,4,0,0.1
0.8808215910664631,0.8860737177536132,0.8865144036176976,0.8832380337396091,0.8785157920608352,0.8464004977411557,0.8617881734621761,0.8945268953541452,0.9516634533574977,0.8195459845132979,4,1,0.12000000000000001
0.9827142538628302,0.9945414661570599,1.0,0.9743716569391347,1.0,0.9248589001648135,0.9395189531440236,1.0,1.0,0.9457311555270326,4,0,0.12000000000000001
0.9936465558921949,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9825351270532683,4,1,0.14
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,0,0.14
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,1,0.16
